Rented Bike Count,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_Holiday,Holiday_No Holiday,Hour_sin,Hour_cos
1683,21.2,60,1.0,1192,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
1330,20.7,63,0.8,1130,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
1089,20.1,65,1.6,1097,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
799,19.8,61,1.4,943,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
555,19.0,62,1.8,974,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
423,18.5,62,0.8,1073,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
208,17.9,59,1.3,1261,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
174,17.6,0,0.8,1304,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
234,17.3,62,1.4,1293,0.03,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
341,17.6,0,1.4,1219,0.34,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
608,18.3,51,2.0,1366,0.7,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
762,19.5,43,1.5,1548,1.02,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
821,21.6,33,2.0,1697,1.86,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
1004,22.3,33,1.8,1853,1.54,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
1404,23.4,38,2.8,1756,1.87,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
1579,24.3,37,2.3,1583,2.22,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
1730,24.2,36,4.0,1907,2.16,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
2019,23.9,37,2.6,1889,1.82,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
2242,24.0,36,1.6,1811,1.34,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
2307,23.5,32,3.2,1925,1.01,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
2267,23.0,36,2.8,1904,0.85,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
2207,21.7,38,2.1,1857,0.27,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
2044,20.6,41,2.3,1788,0.09,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
1729,19.5,46,1.8,1734,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
1374,18.6,50,1.0,1830,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
1071,17.9,53,1.9,1774,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
770,17.3,55,0.7,1741,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
440,16.7,60,0.8,1806,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
335,16.5,58,0.3,1759,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
185,17.1,56,0.4,1583,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
134,17.2,0,0.4,1619,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
247,16.6,0,0.9,1361,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
641,16.2,0,0.5,1588,0.05,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
1502,16.8,0,0.8,1387,0.36,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
2194,19.5,50,0.7,1329,1.19,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
1131,21.7,48,1.1,1806,1.92,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
828,23.3,49,1.1,1881,2.46,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
986,25.1,45,0.9,1982,2.9,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
1139,26.3,44,1.8,2000,3.24,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
1124,27.7,39,1.9,1882,3.33,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
1128,28.7,36,2.6,1853,3.21,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
1258,28.4,43,3.1,900,2.28,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
1497,28.1,43,3.4,845,2.32,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
2060,26.9,45,3.5,990,1.64,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
3245,26.0,39,2.7,1950,1.07,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
2656,24.4,44,2.8,1979,0.45,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
2252,23.0,49,2.4,1905,0.07,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
2140,21.8,50,2.1,1950,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
1881,21.1,54,0.6,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
1247,20.9,53,1.6,1712,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
841,20.6,54,2.6,1737,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
721,20.3,55,1.1,1756,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
466,20.2,56,2.3,1498,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
285,20.0,58,1.8,1279,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
204,19.8,60,1.9,1364,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
252,19.6,64,0.3,1483,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
625,19.5,64,0.4,1268,0.02,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
1427,19.9,63,1.1,934,0.24,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
2234,20.5,66,1.7,1062,0.34,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
1192,21.0,67,1.1,1012,0.54,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
893,21.6,68,1.6,980,0.83,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
949,23.1,63,2.6,949,1.68,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
1184,23.1,64,2.6,1250,1.35,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
1103,24.2,58,1.5,1030,1.66,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
1174,25.5,53,2.0,981,2.5,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
1234,25.7,56,1.8,1112,1.71,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
1592,23.6,66,4.2,1208,0.89,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
2022,23.9,65,1.9,1425,1.02,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
2154,23.1,68,2.9,1506,0.42,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
477,22.3,71,2.5,1268,0.14,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
422,20.1,88,2.2,572,0.0,1.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
1041,19.9,93,1.4,416,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
1121,19.9,85,1.7,559,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
742,19.5,89,1.7,304,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
507,19.1,84,1.6,540,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
570,18.8,84,0.5,488,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
422,18.7,83,0.6,469,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
238,18.4,86,0.6,360,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
167,18.3,84,0.9,409,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
239,18.4,84,0.6,352,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
505,18.6,84,0.7,316,0.01,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
1150,18.9,85,0.6,289,0.12,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
1937,19.3,83,0.6,394,0.23,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
1200,19.8,79,1.3,405,0.45,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
916,21.4,71,1.7,476,1.43,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
975,22.8,66,2.7,1270,2.76,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
1187,23.2,64,3.0,1305,2.08,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
1134,24.0,56,2.6,1282,2.94,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
1119,24.3,58,2.9,1211,2.92,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
1280,24.3,52,3.0,1447,2.55,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
1571,24.7,47,3.0,1594,2.44,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
2166,24.1,41,2.2,1980,1.9,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
3251,23.6,42,2.1,2000,1.23,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
2650,21.2,52,3.6,1856,0.55,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
2224,19.1,64,2.6,1530,0.06,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
2074,18.2,69,2.0,1286,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
1732,17.3,76,1.7,801,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
1158,16.4,80,1.5,642,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
844,15.8,82,1.6,546,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
610,15.5,82,1.5,513,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
470,15.2,84,0.7,485,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
328,15.0,84,1.3,473,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
188,14.8,85,0.7,478,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
265,14.4,82,1.2,708,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
646,14.3,82,0.7,653,0.05,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
1401,14.9,71,0.9,651,0.47,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
2281,16.9,65,1.6,896,1.21,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
1277,18.8,59,1.6,1233,1.9,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
936,20.8,54,1.2,1129,2.45,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
979,22.0,54,2.7,1189,2.89,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
1134,23.7,44,1.3,1624,3.2,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
1151,25.0,47,2.5,1120,3.34,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
1164,25.9,43,2.7,1493,2.97,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
1280,26.9,37,2.7,1850,2.9,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
1550,27.3,38,2.9,1784,2.41,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
2047,27.2,42,2.9,1828,1.79,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
3119,26.4,42,3.1,1995,0.79,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
2534,25.2,53,3.1,1983,0.51,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
2164,23.1,58,2.9,1950,0.06,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
2070,21.9,60,2.5,1551,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
1900,21.1,59,2.1,1874,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
1343,20.5,62,2.2,1903,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
963,20.1,63,1.1,1698,0.0,0.0,0.0,0,0,1,0,0,1,0.0,1.0
776,19.5,65,0.4,1662,0.0,0.0,0.0,0,0,1,0,0,1,0.25881904510252074,0.9659258262890683
554,19.0,72,1.4,1258,0.0,0.0,0.0,0,0,1,0,0,1,0.49999999999999994,0.8660254037844387
366,18.6,72,1.4,1340,0.0,0.0,0.0,0,0,1,0,0,1,0.7071067811865476,0.7071067811865476
265,18.1,76,1.8,561,0.0,0.0,0.0,0,0,1,0,0,1,0.8660254037844386,0.5000000000000001
306,17.8,75,1.0,1210,0.0,0.0,0.0,0,0,1,0,0,1,0.9659258262890683,0.25881904510252074
672,17.5,76,1.2,1161,0.05,0.0,0.0,0,0,1,0,0,1,1.0,6.123233995736766e-17
1421,18.1,64,0.6,923,0.47,0.0,0.0,0,0,1,0,0,1,0.9659258262890683,-0.25881904510252063
2149,20.6,55,0.7,1200,1.21,0.0,0.0,0,0,1,0,0,1,0.8660254037844387,-0.4999999999999998
1219,23.1,52,1.7,1012,1.88,0.0,0.0,0,0,1,0,0,1,0.7071067811865476,-0.7071067811865475
862,25.3,45,1.3,1371,2.45,0.0,0.0,0,0,1,0,0,1,0.49999999999999994,-0.8660254037844387
1036,26.8,38,2.6,1879,2.99,0.0,0.0,0,0,1,0,0,1,0.258819045102521,-0.9659258262890682
1076,28.2,34,2.6,1867,3.26,0.0,0.0,0,0,1,0,0,1,1.2246467991473532e-16,-1.0
1093,29.4,33,2.2,1535,3.3,0.0,0.0,0,0,1,0,0,1,-0.2588190451025208,-0.9659258262890683
1071,29.6,31,3.7,1988,3.25,0.0,0.0,0,0,1,0,0,1,-0.4999999999999997,-0.8660254037844388
1235,29.9,36,3.3,1866,2.94,0.0,0.0,0,0,1,0,0,1,-0.7071067811865471,-0.7071067811865479
1488,29.9,34,3.2,1912,2.46,0.0,0.0,0,0,1,0,0,1,-0.8660254037844385,-0.5000000000000004
2123,29.2,35,4.3,1967,1.87,0.0,0.0,0,0,1,0,0,1,-0.9659258262890683,-0.25881904510252063
3088,28.5,36,3.0,1981,1.21,0.0,0.0,0,0,1,0,0,1,-1.0,-1.8369701987210297e-16
2505,26.8,35,1.9,2000,0.54,0.0,0.0,0,0,1,0,0,1,-0.9659258262890684,0.2588190451025203
2163,25.0,39,2.8,2000,0.06,0.0,0.0,0,0,1,0,0,1,-0.8660254037844386,0.5000000000000001
2066,23.5,44,1.6,2000,0.0,0.0,0.0,0,0,1,0,0,1,-0.7071067811865477,0.7071067811865474
1991,22.7,44,1.5,2000,0.0,0.0,0.0,0,0,1,0,0,1,-0.5000000000000004,0.8660254037844384
1440,21.8,49,1.6,1965,0.0,0.0,0.0,0,0,1,0,0,1,-0.25881904510252157,0.9659258262890681
1165,20.9,53,1.4,1717,0.0,0.0,0.0,0,0,1,0,0,1,0.0,1.0
989,20.2,57,0.4,1428,0.0,0.0,0.0,0,0,1,0,0,1,0.25881904510252074,0.9659258262890683
677,19.6,60,1.9,1200,0.0,0.0,0.0,0,0,1,0,0,1,0.49999999999999994,0.8660254037844387
475,18.9,63,1.5,1007,0.0,0.0,0.0,0,0,1,0,0,1,0.7071067811865476,0.7071067811865476
312,18.3,66,1.3,929,0.0,0.0,0.0,0,0,1,0,0,1,0.8660254037844386,0.5000000000000001
264,17.8,69,1.1,951,0.0,0.0,0.0,0,0,1,0,0,1,0.9659258262890683,0.25881904510252074
342,17.7,68,1.3,842,0.05,0.0,0.0,0,0,1,0,0,1,1.0,6.123233995736766e-17
560,18.1,59,0.6,789,0.47,0.0,0.0,0,0,1,0,0,1,0.9659258262890683,-0.25881904510252063
898,20.4,54,1.0,828,1.23,0.0,0.0,0,0,1,0,0,1,0.8660254037844387,-0.4999999999999998
1005,23.3,43,1.2,1257,1.91,0.0,0.0,0,0,1,0,0,1,0.7071067811865476,-0.7071067811865475
1044,25.5,33,1.1,1815,2.52,0.0,0.0,0,0,1,0,0,1,0.49999999999999994,-0.8660254037844387
1094,27.3,35,2.3,1537,2.98,0.0,0.0,0,0,1,0,0,1,0.258819045102521,-0.9659258262890682
1253,28.3,30,3.0,1675,3.29,0.0,0.0,0,0,1,0,0,1,1.2246467991473532e-16,-1.0
1334,29.6,24,2.4,1873,3.42,0.0,0.0,0,0,1,0,0,1,-0.2588190451025208,-0.9659258262890683
1396,29.8,23,3.6,1945,3.32,0.0,0.0,0,0,1,0,0,1,-0.4999999999999997,-0.8660254037844388
1535,29.8,24,2.9,1939,3.0,0.0,0.0,0,0,1,0,0,1,-0.7071067811865471,-0.7071067811865479
1707,29.6,26,3.7,2000,2.58,0.0,0.0,0,0,1,0,0,1,-0.8660254037844385,-0.5000000000000004
2025,28.9,22,2.7,1965,1.93,0.0,0.0,0,0,1,0,0,1,-0.9659258262890683,-0.25881904510252063
2246,27.4,29,3.6,2000,1.19,0.0,0.0,0,0,1,0,0,1,-1.0,-1.8369701987210297e-16
2337,25.4,33,2.7,2000,0.54,0.0,0.0,0,0,1,0,0,1,-0.9659258262890684,0.2588190451025203
2338,23.4,38,2.3,2000,0.06,0.0,0.0,0,0,1,0,0,1,-0.8660254037844386,0.5000000000000001
2238,22.1,44,2.5,2000,0.0,0.0,0.0,0,0,1,0,0,1,-0.7071067811865477,0.7071067811865474
1969,21.4,48,1.6,2000,0.0,0.0,0.0,0,0,1,0,0,1,-0.5000000000000004,0.8660254037844384
1490,20.6,52,0.5,2000,0.0,0.0,0.0,0,0,1,0,0,1,-0.25881904510252157,0.9659258262890681
1248,19.7,55,2.0,1986,0.0,0.0,0.0,0,0,1,0,0,1,0.0,1.0
902,19.2,57,0.8,1985,0.0,0.0,0.0,0,0,1,0,0,1,0.25881904510252074,0.9659258262890683
673,18.6,60,1.8,1841,0.0,0.0,0.0,0,0,1,0,0,1,0.49999999999999994,0.8660254037844387
437,18.0,64,1.3,1560,0.0,0.0,0.0,0,0,1,0,0,1,0.7071067811865476,0.7071067811865476
294,17.4,65,0.8,1093,0.0,0.0,0.0,0,0,1,0,0,1,0.8660254037844386,0.5000000000000001
193,17.1,66,0.3,1370,0.0,0.0,0.0,0,0,1,0,0,1,0.9659258262890683,0.25881904510252074
228,16.9,62,0.4,1768,0.06,0.0,0.0,0,0,1,0,0,1,1.0,6.123233995736766e-17
423,18.0,54,0.7,1997,0.51,0.0,0.0,0,0,1,0,0,1,0.9659258262890683,-0.25881904510252063
659,20.3,47,1.5,1785,1.05,0.0,0.0,0,0,1,0,0,1,0.8660254037844387,-0.4999999999999998
831,22.7,39,0.7,1880,1.91,0.0,0.0,0,0,1,0,0,1,0.7071067811865476,-0.7071067811865475
938,24.8,34,1.3,1869,2.09,0.0,0.0,0,0,1,0,0,1,0.49999999999999994,-0.8660254037844387
977,26.7,30,1.1,1782,2.83,0.0,0.0,0,0,1,0,0,1,0.258819045102521,-0.9659258262890682
1134,28.7,27,1.7,1843,3.29,0.0,0.0,0,0,1,0,0,1,1.2246467991473532e-16,-1.0
1393,29.4,24,2.7,1905,3.18,0.0,0.0,0,0,1,0,0,1,-0.2588190451025208,-0.9659258262890683
1399,29.8,26,2.2,1818,3.2,0.0,0.0,0,0,1,0,0,1,-0.4999999999999997,-0.8660254037844388
1556,30.7,21,2.5,1876,2.95,0.0,0.0,0,0,1,0,0,1,-0.7071067811865471,-0.7071067811865479
1834,30.4,28,3.6,1790,2.48,0.0,0.0,0,0,1,0,0,1,-0.8660254037844385,-0.5000000000000004
2131,29.5,29,4.1,1944,1.84,0.0,0.0,0,0,1,0,0,1,-0.9659258262890683,-0.25881904510252063
2349,29.3,25,2.4,1973,1.23,0.0,0.0,0,0,1,0,0,1,-1.0,-1.8369701987210297e-16
2514,27.4,29,2.4,2000,0.5,0.0,0.0,0,0,1,0,0,1,-0.9659258262890684,0.2588190451025203
2460,25.3,32,2.2,1997,0.06,0.0,0.0,0,0,1,0,0,1,-0.8660254037844386,0.5000000000000001
2173,24.2,32,2.1,2000,0.0,0.0,0.0,0,0,1,0,0,1,-0.7071067811865477,0.7071067811865474
1741,23.0,38,1.2,1996,0.0,0.0,0.0,0,0,1,0,0,1,-0.5000000000000004,0.8660254037844384
1274,22.0,44,0.8,1978,0.0,0.0,0.0,0,0,1,0,0,1,-0.25881904510252157,0.9659258262890681
938,21.4,45,1.4,1964,0.0,0.0,0.0,0,0,1,0,0,1,0.0,1.0
596,20.7,47,0.9,1987,0.0,0.0,0.0,0,0,1,0,0,1,0.25881904510252074,0.9659258262890683
351,20.1,49,0.8,1978,0.0,0.0,0.0,0,0,1,0,0,1,0.49999999999999994,0.8660254037844387
244,19.6,51,1.0,1923,0.0,0.0,0.0,0,0,1,0,0,1,0.7071067811865476,0.7071067811865476
172,19.4,56,1.2,1752,0.0,0.0,0.0,0,0,1,0,0,1,0.8660254037844386,0.5000000000000001
299,19.2,56,0.9,1772,0.0,0.0,0.0,0,0,1,0,0,1,0.9659258262890683,0.25881904510252074
742,18.9,53,0.3,1871,0.04,0.0,0.0,0,0,1,0,0,1,1.0,6.123233995736766e-17
1505,19.5,52,0.8,1818,0.46,0.0,0.0,0,0,1,0,0,1,0.9659258262890683,-0.25881904510252063
2287,22.1,44,1.4,1435,1.16,0.0,0.0,0,0,1,0,0,1,0.8660254037844387,-0.4999999999999998
1243,23.3,37,0.4,1336,1.28,0.0,0.0,0,0,1,0,0,1,0.7071067811865476,-0.7071067811865475
970,25.1,40,2.7,1076,2.37,0.0,0.0,0,0,1,0,0,1,0.49999999999999994,-0.8660254037844387
1008,26.1,37,2.4,1079,2.79,0.0,0.0,0,0,1,0,0,1,0.258819045102521,-0.9659258262890682
1152,26.3,36,3.1,1377,2.61,0.0,0.0,0,0,1,0,0,1,1.2246467991473532e-16,-1.0
1085,27.4,30,2.0,1768,3.03,0.0,0.0,0,0,1,0,0,1,-0.2588190451025208,-0.9659258262890683
1148,26.5,43,3.9,1671,2.36,0.0,0.0,0,0,1,0,0,1,-0.4999999999999997,-0.8660254037844388
1249,25.5,43,2.9,1996,1.71,0.0,0.0,0,0,1,0,0,1,-0.7071067811865471,-0.7071067811865479
1671,25.5,43,3.2,1892,1.72,0.0,0.0,0,0,1,0,0,1,-0.8660254037844385,-0.5000000000000004
2190,24.9,46,2.0,1855,0.91,0.0,0.0,0,0,1,0,0,1,-0.9659258262890683,-0.25881904510252063
3380,24.4,48,1.9,1998,0.56,0.0,0.0,0,0,1,0,0,1,-1.0,-1.8369701987210297e-16
2788,23.9,51,2.3,2000,0.12,0.0,0.0,0,0,1,0,0,1,-0.9659258262890684,0.2588190451025203
2508,23.4,43,1.1,2000,0.01,0.0,0.0,0,0,1,0,0,1,-0.8660254037844386,0.5000000000000001
2377,22.6,62,1.1,1363,0.0,0.0,0.0,0,0,1,0,0,1,-0.7071067811865477,0.7071067811865474
2000,22.0,64,1.8,1211,0.0,0.0,0.0,0,0,1,0,0,1,-0.5000000000000004,0.8660254037844384
1354,21.4,68,2.7,972,0.0,0.0,0.0,0,0,1,0,0,1,-0.25881904510252157,0.9659258262890681
927,20.5,71,2.8,1204,0.0,0.0,0.0,0,0,1,0,0,1,0.0,1.0
742,20.0,67,0.7,1426,0.0,0.0,0.0,0,0,1,0,0,1,0.25881904510252074,0.9659258262890683
448,19.7,66,0.5,1591,0.0,0.0,0.0,0,0,1,0,0,1,0.49999999999999994,0.8660254037844387
314,19.1,72,0.6,1370,0.0,0.0,0.0,0,0,1,0,0,1,0.7071067811865476,0.7071067811865476
214,18.5,72,0.6,1168,0.0,0.0,0.0,0,0,1,0,0,1,0.8660254037844386,0.5000000000000001
282,18.1,73,0.5,1182,0.0,0.0,0.0,0,0,1,0,0,1,0.9659258262890683,0.25881904510252074
733,17.8,73,0.4,1188,0.04,0.0,0.0,0,0,1,0,0,1,1.0,6.123233995736766e-17
1602,18.8,64,0.7,1099,0.48,0.0,0.0,0,0,1,0,0,1,0.9659258262890683,-0.25881904510252063
2322,21.5,58,1.1,1021,1.21,0.0,0.0,0,0,1,0,0,1,0.8660254037844387,-0.4999999999999998
1344,23.5,51,1.4,1169,1.82,0.0,0.0,0,0,1,0,0,1,0.7071067811865476,-0.7071067811865475
959,25.5,43,1.0,1568,2.49,0.0,0.0,0,0,1,0,0,1,0.49999999999999994,-0.8660254037844387
974,26.8,37,1.6,1639,2.91,0.0,0.0,0,0,1,0,0,1,0.258819045102521,-0.9659258262890682
1111,28.2,35,1.2,1411,3.23,0.0,0.0,0,0,1,0,0,1,1.2246467991473532e-16,-1.0
1058,28.6,34,2.0,1274,2.82,0.0,0.0,0,0,1,0,0,1,-0.2588190451025208,-0.9659258262890683
1120,28.9,34,2.7,1328,2.06,0.0,0.0,0,0,1,0,0,1,-0.4999999999999997,-0.8660254037844388
1250,29.0,38,3.4,749,2.12,0.0,0.0,0,0,1,0,0,1,-0.7071067811865471,-0.7071067811865479
1434,28.8,38,3.1,1027,2.14,0.0,0.0,0,0,1,0,0,1,-0.8660254037844385,-0.5000000000000004
2115,28.1,37,3.6,1346,1.56,0.0,0.0,0,0,1,0,0,1,-0.9659258262890683,-0.25881904510252063
3227,27.1,40,2.8,1811,1.0,0.0,0.0,0,0,1,0,0,1,-1.0,-1.8369701987210297e-16
2615,25.5,43,3.1,1760,0.41,0.0,0.0,0,0,1,0,0,1,-0.9659258262890684,0.2588190451025203
2346,24.0,46,2.8,1896,0.06,0.0,0.0,0,0,1,0,0,1,-0.8660254037844386,0.5000000000000001
2404,23.3,51,1.7,1654,0.0,0.0,0.0,0,0,1,0,0,1,-0.7071067811865477,0.7071067811865474
